start,end,deviceid,com_select,engagement_datetime,engagement_venue,num_male,num_female,criteria1_name,criteria2_name,criteria3_name,criteria4_name,criteria5_name,num_fgd,fgd_selectedfgd1,fgd_selectedfgd2,fgd_selectedfgd3,fgd_selectedfgd4,fgd_selectedfgd5,fgd_selectedfgd6,fgd_selectedfgd7,fgd_selectedfgd8,total_pvhh,latitude,longitude,altitude,precision,_uuid,_submission_time,_index,communityid,SNO,state,lga,ward,community_name,state_shp,lga_shp,ward_shp,community
30mar2026,02apr2026,collect:Zov5miQLFhXma4e6,1001144,02apr2026,IJil  Viha compound,64,101,Widows without support,Lack of good water,Lack of educational facilities,No primary health care,Lack of improved agriculture imputs,3,0,1,1,1,0,0,0,0,165,7.2410028,8.391468,145,4.966,dc40a9a2-11e8-461d-ae29-a0b5818e139a,02apr2026,90,1001144,41,BENUE,GWER-EAST,MBAYOM,NYAM-IGBA,2022. BENUE,23439. GWER EAST,1517. MBAYOM,1001144. NYAM-IGBA
30mar2026,30mar2026,collect:tJ09SfXHLsKyqW2I,1001145,30mar2026,JUSTIN ANULA KEGHKU,117,105,Lack of good road,No good hospital,No electricity,Poor educational school s,No good water,4,1,1,1,1,0,0,0,0,222,7.2618723,8.403866799999999,171.8721313476562,4.645,80245fc2-66fe-4eff-b63d-581ffd4f1241,01apr2026,82,1001145,45,BENUE,GWER-EAST,MBAYOM,ONMBAAGBANOR1,2022. BENUE,23439. GWER EAST,1517. MBAYOM,1001145. ONMBAAGBANOR1
31mar2026,31mar2026,collect:n4Ca09q07kl1t5IV,1001146,31mar2026,ZAKI NYITAR KULAYEMEN RESIDENCE,125,104,CHILDREN ARE NOT IN SCHOOL,CHILDREN ARE MALNOURISHED,FAMILY MEMBERS CANNOT GET TREATMENT WHEN SICK,LEAKING ROOF TOPS,POOR HEALTH FACILITIES,4,1,0,0,1,0,0,1,1,229,7.2292499,8.395925200000001,132.133,2.39,255b482d-baeb-413f-8d4c-72dc0f038184,01apr2026,83,1001146,43,BENUE,GWER-EAST,MBAYOM,TSE-ACHAGH,2022. BENUE,23439. GWER EAST,1517. MBAYOM,1001146. TSE-ACHAGH
01apr2026,01apr2026,collect:n4Ca09q07kl1t5IV,1001146,31mar2026,ZAKI KURAYEMEN  NYITAR,125,104,Poor health facilities,No hospital,No steady work,Malnourished children,Bad health facilities,4,1,1,0,1,1,0,0,0,229,7.30268,8.4837585,162.22,2.345,088815c2-3c0b-4728-a77b-32f48af5373c,01apr2026,85,1001146,43,BENUE,GWER-EAST,MBAYOM,TSE-ACHAGH,2022. BENUE,23439. GWER EAST,1517. MBAYOM,1001146. TSE-ACHAGH
30mar2026,30mar2026,collect:7Yr2WInBrFsbVx5N,1001147,30mar2026,ZAKI ASHEZUA's RESIDENCE ,59,56,Lack of clean water ,Poor health facilities ,Lack of motorable roads ,Lack of good shelter ,Poor access to good Schools,3,0,1,1,1,0,0,0,0,115,7.2320103,8.3837001,133.411,0.713,e654116d-c933-49cc-9a7b-d5b617aa3161,30mar2026,60,1001147,44,BENUE,GWER-EAST,MBAYOM,TSE-JUAMA,2022. BENUE,23439. GWER EAST,1517. MBAYOM,1001147. TSE-JUAMA
31mar2026,31mar2026,collect:vIF40K1bnKQOHNco,1001148,31mar2026,TYUNGU VINCENT RESIDENCE,152,106,Unable to feed well,Widows without support,Poor housing units,Lack of farming inputs,Lack of money to send children to school,3,0,1,1,1,0,0,0,0,258,7.24175,8.389798300000001,149.6,2.6,2a8027a2-3cfd-402a-aa9f-e7324573e28f,31mar2026,80,1001148,42,BENUE,GWER-EAST,MBAYOM,TSE-NATU-TSE-VANGER,2022. BENUE,23439. GWER EAST,1517. MBAYOM,1001148. TSE-NATU-TSE-VANGER
25mar2026,25mar2026,collect:Zov5miQLFhXma4e6,1001149,25mar2026,Tse Abur,210,94,Poor housing,Lack of medical facilities,Lack of food,Lack of educational facilities,Lack of finance,3,0,1,1,1,0,0,0,0,210,7.5155883,8.620548299999999,199.1,2.837,eaae10e2-865f-4c82-89c0-3f52f9b9eeaf,02apr2026,92,1001149,36,BENUE,GWER-EAST,SHOUGH,CHE-ABUR-ONMBAAGUNE1,2022. BENUE,23439. GWER EAST,1525. SHOUGH,1001149. CHE-ABUR-ONMBAAGUNE1
23mar2026,31mar2026,collect:vIF40K1bnKQOHNco,1001150,23mar2026,Chihichan Market square,89,117,Poor road network,No good houses,Floor disaster,No good food,No functional school,3,0,1,1,1,0,0,0,0,230,7.5257032,8.6403173,206.6,3,fc7c928b-cd0d-4ee1-93db-c1603bf77cc2,31mar2026,77,1001150,37,BENUE,GWER-EAST,SHOUGH,CHIHICHAN-MBAAGUNE,2022. BENUE,23439. GWER EAST,1525. SHOUGH,1001150. CHIHICHAN-MBAAGUNE
26mar2026,26mar2026,collect:Zov5miQLFhXma4e6,1001151,26mar2026,MBAAVANDE-NOR-YANGE,104,102,Widows without support,Lack of farm imputs,Poor feeding due to Inadequate food,Lack of funds to send children to school,No good houses,3,0,1,1,1,0,0,0,0,206,7.5188183,8.607165,198.2,3.9,f3d29dc3-894e-45d1-b6d3-1fad05349d6c,19apr2026,113,1001151,38,BENUE,GWER-EAST,SHOUGH,MBAAVANDE1-NOR-IYANGE,2022. BENUE,23439. GWER EAST,1525. SHOUGH,1001151. MBAAVANDE1-NOR-IYANGE
29mar2026,31mar2026,collect:vIF40K1bnKQOHNco,1001152,29mar2026,JIMESHIOR RESIDENCE,73,71,Lack of farming inputs,Bad housing units,Bad transportation system,No access to health facilities,No good water,3,0,1,1,1,0,0,0,0,144,7.5172621,8.6592494,168.6,4.5,c0ead966-74bd-4771-8d10-aef73b5a6640,31mar2026,79,1001152,39,BENUE,GWER-EAST,SHOUGH,MBAAVANDE2-JORDOON,2022. BENUE,23439. GWER EAST,1525. SHOUGH,1001152. MBAAVANDE2-JORDOON
28mar2026,31mar2026,collect:vIF40K1bnKQOHNco,1001153,28mar2026,TSEBO MARKET SQUARE,286,221,THE BLIND WITHOUT A CARE GIVER,WIDOWS WITHOUT SUPPORT,UNABLE TO FARM DUE TO LACK OF FARM INPUTS,UNABLE TO FEED PROPERLY,UNABLE TO SEND CHILDREN TO SCHOOL,4,1,1,1,1,0,0,0,0,507,7.5523558,8.681649,157.2,4.866,8a2c4c75-cdd3-4830-a751-299f13906691,31mar2026,78,1001153,40,BENUE,GWER-EAST,SHOUGH,TSEBO,2022. BENUE,23439. GWER EAST,1525. SHOUGH,1001153. TSEBO
28mar2026,29mar2026,collect:nAJaxEbL0pxKJJt3,1001154,28mar2026,MBAABAJI,40,61,LACK OF PRIMARY AND POST PRIMARY SCHOOLS,LACK OF CLEAN WATER,UNEMPLOYMENT,LACK OF GOOD ROAD,LACK OF HEALTH FACILITIES,3,0,1,1,1,0,0,0,0,101,7.4835389,9.4029791,224.054,0.662,c03bb6c6-3b94-4a5a-88f8-4e299cf2751e,29mar2026,52,1001154,53,BENUE,LOGO,MBADYUL,MBAABAJI,2022. BENUE,23444. LOGO,1572. MBADYUL,1001154. MBAABAJI
24mar2026,29mar2026,collect:nAJaxEbL0pxKJJt3,1001155,24mar2026,ZAKI ORWON  TYOMEE,37,20,LACK OF CLEAN WATER,LACK OF GOOD HOUSES,No ACCESS RAOD,LACK OF SECONDARY SCHOOLS,LACK OF HEALTH FACILITIES,3,0,1,1,1,0,0,0,0,57,7.4917024,9.4194458,229.793,0.926,fd9b0828-d21e-48a3-babc-2e68b8c0e5ab,29mar2026,54,1001155,55,BENUE,LOGO,MBADYUL,MBAADAGI,2022. BENUE,23444. LOGO,1572. MBADYUL,1001155. MBAADAGI
27mar2026,29mar2026,collect:nAJaxEbL0pxKJJt3,1001156,27mar2026,ZAKI MLANGA OIRTEE,65,75,LACK OF CLEAN WATER,LACK OF ACCESS RAOD,LACK OF SCHOOLS,LACK OF HOSPITAL,SECURITY OFFICE,3,0,1,1,1,0,0,0,0,140,7.4983788,9.3971918,210.216,1.666,20c6d8a1-2cab-4828-bc53-63e6185454ec,29mar2026,53,1001156,54,BENUE,LOGO,MBADYUL,MBAAKAHA,2022. BENUE,23444. LOGO,1572. MBADYUL,1001156. MBAAKAHA
26mar2026,26mar2026,collect:nAJaxEbL0pxKJJt3,1001157,26mar2026,ZAKI ABO ADEJIR RESIDENCE,37,28,LACK OF CLEAN WATER,LACK OF SCHOOLS,LACK OF ELECTRICITY,LACK OF ACCESS RAOD,LACK OF SECURITY POST,3,0,1,1,1,0,0,0,0,68,7.4988396,9.4068866,226.942,1.201,a61c66af-6dbe-4d50-8c58-20b8f62018a6,26mar2026,23,1001157,52,BENUE,LOGO,MBADYUL,UDAM-MBAILIV,2022. BENUE,23444. LOGO,1572. MBADYUL,1001157. UDAM-MBAILIV
03apr2026,03apr2026,collect:ejXaesPctSN2Dwoo,1001159,03apr2026,Tse Ngutswen compound ,40,14,Have no access to health facilities ,Have no access to school ,Have no access to clean water and toilet ,Lacks of food production because of insecurity ,Have no access to good roads,3,0,1,1,1,0,0,0,0,54,7.7671863,9.3336256,241.195,2.673,2d563cc2-1c77-4856-b892-1ab83ff107c1,03apr2026,97,1001159,60,BENUE,LOGO,TSWAREV-UKEMBERAGYA,MBA-AKERA,2022. BENUE,23444. LOGO,1567. UKEMBERGYA/ISWAREV,1001159. MBA-AKERA
27mar2026,31mar2026,collect:ejXaesPctSN2Dwoo,1001160,27mar2026,"NKST, Kwe",108,37,Have no access to health facilities,Have no access to farm work as a result of insecurity,High rates of insecurity,Have no access to school,Have no access to clean water and toilets,3,0,1,1,1,0,0,0,0,145,7.7975535,9.328204700000001,141.394,2.21,4943abbb-5815-4613-b005-71f84b98651d,31mar2026,69,1001160,56,BENUE,LOGO,TSWAREV-UKEMBERAGYA,MBAAJI,2022. BENUE,23444. LOGO,1567. UKEMBERGYA/ISWAREV,1001160. MBAAJI
26mar2026,31mar2026,collect:ejXaesPctSN2Dwoo,1001161,26mar2026,RCM Chafu,46,17,High rates of insecurity,Have no access to health facilities,Have no access to school,No access to good road,Have no access to clean water and toilet,3,0,1,1,1,0,0,0,0,63,7.7631093,9.318382400000001,237.57,4.922,425b3b21-8dab-4679-8038-da72526ef794,31mar2026,68,1001161,59,BENUE,LOGO,TSWAREV-UKEMBERAGYA,MBACHAFU,2022. BENUE,23444. LOGO,1567. UKEMBERGYA/ISWAREV,1001161. MBACHAFU
02apr2026,02apr2026,collect:ejXaesPctSN2Dwoo,1001162,02apr2026,Tse Adaa Lijam,160,100,High rates of insecurity,Have no access to health facilities,Have no access to clean water and toilet,Have no access to good road,Have no access to school,4,0,1,1,1,1,0,0,0,260,7.8372131,9.328412500000001,195.48,4.929,6b42a5a5-4239-4422-be05-3243591d7bd6,02apr2026,89,1001162,58,BENUE,LOGO,TSWAREV-UKEMBERAGYA,MBASHOR,2022. BENUE,23444. LOGO,1567. UKEMBERGYA/ISWAREV,1001162. MBASHOR
28mar2026,31mar2026,collect:ejXaesPctSN2Dwoo,1001162,28mar2026,Tse Adaa Lijam,160,100,High rates of insecurity,Have no access to health facilities,Have no access to clean water and toilet,Have no access to school,Have no access to good road,4,0,1,1,1,1,0,0,0,260,7.8371834,9.3283127,215.837,3.627,675d101f-b2c4-45dc-85f7-f9b9bfb7bcfe,31mar2026,70,1001162,58,BENUE,LOGO,TSWAREV-UKEMBERAGYA,MBASHOR,2022. BENUE,23444. LOGO,1567. UKEMBERGYA/ISWAREV,1001162. MBASHOR
06apr2026,06apr2026,collect:FOzm3ZA9mMc7asmX,1001164,06apr2026,NKST CHURCH MBAABAJI,80,120,LACK OF WATER,LACK HEALTH FACILITY,LACK OF ELECTRICITY,LACK OF TELE POST COMMINATION SERVICES,LACK OF EDUCATION INSTITUTION,3,0,1,1,1,0,0,0,0,185,7.6354235,9.4200161,154.283,2.375,fd319df8-9872-40e3-a497-7d225cbcce8d,06apr2026,102,1001164,64,BENUE,LOGO,YONOV,MBAABAJI,2022. BENUE,23444. LOGO,1574. YONOV,1001164. MBAABAJI
05apr2026,06apr2026,collect:FOzm3ZA9mMc7asmX,1001165,05apr2026,"AONDOAKAA IBON COMPOUND,TSE IBON",74,70,LACK OF HEALTH FACILITY,LACK OF EDUCATION FACILITY,LACK OF FINANCIAL SERVICES,NO ACCESS ROADS,NO SOURCE OF WATER,3,0,1,1,1,0,0,0,0,144,7.6429022,9.3133444,159.151,1.712,ad368b68-fd94-4e0d-83de-eb5aa5f33578,06apr2026,99,1001165,62,BENUE,LOGO,YONOV,MBAADE,2022. BENUE,23444. LOGO,1574. YONOV,1001165. MBAADE
06apr2026,06apr2026,collect:FOzm3ZA9mMc7asmX,1001166,06apr2026,ZAKI MOSES KUMAGA KANGE COMPOUND,100,170,LACK OF HEALTH FACILITY,LACK OF ELECTRICITY,LACK OF SECURITY OUTPOST,LACK OF ACCESS ROAD,LACK OF PORTABLE WATER,3,0,1,1,1,0,0,0,0,259,7.6515723,9.365543000000001,211.43,3.842,b9a0acf5-b536-41e4-9fed-b02b60e540e2,06apr2026,103,1001166,63,BENUE,LOGO,YONOV,MBADISHA,2022. BENUE,23444. LOGO,1574. YONOV,1001166. MBADISHA
06apr2026,06apr2026,collect:FOzm3ZA9mMc7asmX,1001167,06apr2026,KPILE CHIAHEMBA,90,56,LACK HEALTH FACILITY,LACK OF EDUCATION FACILITY,NO ACCESS ROAD,LACK OF ELECTRICITY,LACK OF PORTABLE WATER,3,0,1,1,1,0,0,0,0,136,7.6097683,9.372656299999999,155.438,2.155,63a7f8af-c33c-4c1e-8594-2f04cc745d7a,06apr2026,101,1001167,65,BENUE,LOGO,YONOV,MBATSUM,2022. BENUE,23444. LOGO,1574. YONOV,1001167. MBATSUM
05apr2026,06apr2026,collect:FOzm3ZA9mMc7asmX,1001168,05apr2026,NENZEV - YONOV,70,95,LACK OF EDUCATION INSTITUTION,LACK OF HEALTH FACILITY,NO PORTABLE WATER,NO ACCESS ROAD,LACK OF BANKING FACILITY,3,0,1,1,1,0,0,0,0,111,7.6421902,9.301882600000001,166.933,1.301,4aa9325c-cdf5-4977-822f-771abff173a3,06apr2026,100,1001168,61,BENUE,LOGO,YONOV,NENZEV,2022. BENUE,23444. LOGO,1574. YONOV,1001168. NENZEV
26mar2026,27mar2026,collect:WcUyOH717xnnOSVu,1001169,26mar2026,PLAY GROUND,120,163,POOR ROAD NETWORK,NO FUNTIONAL SCHOOL,LACK OF HEALTH INSTITUTION,UNABLE TO FEED ADEQUATELY,HIGH RATE OF SCHOOL DROP OUT,3,0,1,1,1,0,0,0,0,283,7.0443426,8.264814700000001,79.908,3.048,3602111b-4625-442f-a329-fe3425132f79,27mar2026,25,1001169,66,BENUE,OBI,IRABI,ADEGA-CENTRAL,2022. BENUE,23446. OBI,1592. IRABI,1001169. ADEGA-CENTRAL
23mar2026,25mar2026,collect:p0ORoiPIXqdA75rb,1001170,23mar2026,CHIEF PALACE,61,98,LACK OF HEALTH FACILITIES,,MALNUTRITION,LACK OF FUNCTIONAL SCHOOLS,LACK OF SOCIAL AMENITIES,3,0,1,1,1,0,0,0,0,159,7.0491421,8.275922100000001,114.587,3.055,9aa188a0-31c8-41df-bde9-819d774dd0f5,25mar2026,11,1001170,67,BENUE,OBI,IRABI,ANYATUMA-IPINU,2022. BENUE,23446. OBI,1592. IRABI,1001170. ANYATUMA-IPINU
24mar2026,25mar2026,collect:p0ORoiPIXqdA75rb,1001171,24mar2026,PLAYGROUND,36,65,OUT OF SCHOOL CHILDREN,LACK OF SOCIAL AMERNITIES,NO ACCESS TO HEALTH FACILITIES,FIRE DESATER,MANUTRONTION,3,0,1,1,1,0,0,0,0,153,7.0504198,8.280146500000001,94.488,4.999,eb354ea9-af34-4bb2-81a0-479ed5a03057,25mar2026,12,1001171,68,BENUE,OBI,IRABI,ANYATUMA-UHIE-ONYAGEDE,2022. BENUE,23446. OBI,1592. IRABI,1001171. ANYATUMA-UHIE-ONYAGEDE
25mar2026,25mar2026,collect:WcUyOH717xnnOSVu,1001173,25mar2026,PALACE,98,144,Unable to access health facilities,Unable to feed adequately,No electricity ,High school drop out ,Poor Road network ,3,0,1,1,1,0,0,0,0,242,7.0518485,8.280715300000001,110.443,4.993,89c04e42-812b-4b8a-92a9-4948ed494c61,25mar2026,19,1001173,70,BENUE,OBI,IRABI,ANYOKO-OBIJAGO,2022. BENUE,23446. OBI,1592. IRABI,1001173. ANYOKO-OBIJAGO
23mar2026,28mar2026,collect:qJZCHCm21aXZSb9J,1001174,24mar2026,ASSEMBLY OF GOD CHURCH ABODE LAYOUT OBEKO,120,130,Poor road network,Poor water collection,Lack of good schools,Lack of good health insurance,Lack of fertilizer to improvement of lands for farming,250,1,1,1,1,1,1,1,1,250,7.0246016,8.3237396,101.965,4.944,9e08540e-da50-4522-9d08-b45f77c053ed,28mar2026,42,1001174,71,BENUE,OBI,OBEKO,ABODE-EJI,2022. BENUE,23446. OBI,1587. OBEKO,1001174. ABODE-EJI
26mar2026,27mar2026,collect:qJZCHCm21aXZSb9J,1001174,26mar2026,EVELYN NURSERY AND PRIMARY SCHOOL ABODE EJI,150,100,LACK OF GOOD ACCESS ROAD,LACK OF GOOD CLEAN WATER,POOR GOOD HEALTH CARE HOSPITAL,BAD  ACCESS NETWORK,LACK OF GOOD SCHOOL,2,1,1,1,1,1,0,0,0,250,6.9635162,8.3685589,145.275,3.545,618347f0-90ec-494e-85eb-5feebd79a463,28mar2026,41,1001174,71,BENUE,OBI,OBEKO,ABODE-EJI,2022. BENUE,23446. OBI,1587. OBEKO,1001174. ABODE-EJI
23mar2026,24mar2026,collect:qJZCHCm21aXZSb9J,1001175,23mar2026,ABODE TOWN HALL OBEKO,2,2,BAD NETWORK,LACK OF GOOD WATER,LACK OF GOOD HEALTH CARE FERTILITY,LACK OF GOOD SCHOOL IN THE COMMUNITY,THERE IS HUNGER IN THE HOME,2,1,1,1,1,1,0,0,0,294,6.9642387,8.3666681,173.836,4.957,0eeb4045-3cf5-4f5a-a5a5-c472fdc05b3d,25mar2026,10,1001175,72,BENUE,OBI,OBEKO,ABODE-IHIO,2022. BENUE,23446. OBI,1587. OBEKO,1001175. ABODE-IHIO
25mar2026,02apr2026,collect:inYiRTWgDIdO1b5N,1001177,25mar2026,C H C ABODE UHIE OBEKO,150,201,Lack of good health facilities,Lack of good school,Lack of good Road,Lack of good nutrition,Lack of clean water,2,1,1,1,1,1,0,0,0,361,6.969099,8.369956999999999,149.514,4.378,194cc13a-a56f-4318-8ce7-e0877c2a3ff2,02apr2026,88,1001177,74,BENUE,OBI,OBEKO,ABODE-OUHIE,2022. BENUE,23446. OBI,1587. OBEKO,1001177. ABODE-OUHIE
28mar2026,01apr2026,collect:qJZCHCm21aXZSb9J,1001178,28mar2026,CHIEF ISAAC IPKA PLACE ADONA EJII,2,1,LACK OF GOOD HEALTH CARE FERTILITY ,LIVING IN A POOR HOUSING UNIT,UNABLE TO ACCESS GOOD SOURCE OF WATER ,UNABLE TO AFFORD GOOD CLOTHES ,INABILITY OF FUNDS FOR EASY MOVEMENT ,2,1,1,1,1,1,0,0,0,405,6.9545752,8.3747808,96.83,1.233,6bcf36a7-09fb-478e-ac90-2d8a6c0f7bca,01apr2026,84,1001178,75,BENUE,OBI,OBEKO,ADONA-EJI,2022. BENUE,23446. OBI,1587. OBEKO,1001178. ADONA-EJI
26mar2026,29mar2026,collect:IXNF0j4fQzFN0nJJ,1001179,26mar2026,ABILEGA PLAY GROUND,162,248,INADEQUATE DRINKING WATER,NO GOVERNMENT GRANT TO START BUSINESS,INADEQUATE LEARNING FACILITIES,POOR ROAD NETWORK TO ACCESS COMMUNITY,BAD HOUSING FACILITY,3,0,1,1,1,0,0,0,0,410,6.9771803,8.2037871,105.3,4.243,4614279f-7677-44ce-94cd-fe5fa4a7fd7d,29mar2026,57,1001179,81,BENUE,OBI,OKPOKWU,ABILEGA,2022. BENUE,23446. OBI,1595. OKPOKWU,1001179. ABILEGA
25mar2026,25mar2026,collect:1L7STykeiWl1pkC1,1001180,25mar2026,CHIEF OGBU' MATHIAS OKPABI'S PALACE ,85,109,Children are not in school ,No hospital in the community ,There is hunger in the home ,House is leaking or unsafe ,No clean water or toilet ,3,0,1,1,1,0,0,0,0,240,6.9770112,8.202284300000001,153.961,2.885,d8dd8937-0392-4676-81c3-c06c26281585,25mar2026,18,1001180,82,BENUE,OBI,OKPOKWU,ABONU,2022. BENUE,23446. OBI,1595. OKPOKWU,1001180. ABONU
01apr2026,03apr2026,collect:IXNF0j4fQzFN0nJJ,1001181,01apr2026,ADAGWU2-OLUWA PLAY GROUND,83,172,LOW INCOME EARNINGS ,No social amenities available ,No good food for dieting ,No medical facility closely , INSECURITY crisis area,3,0,1,1,1,1,0,0,0,255,7.052841,8.206368700000001,112.6,4.766,a5586313-6381-483a-9552-90f3522eadae,03apr2026,96,1001181,83,BENUE,OBI,OKPOKWU,ADAGWU2-OLUWA,2022. BENUE,23446. OBI,1595. OKPOKWU,1001181. ADAGWU2-OLUWA
23mar2026,24mar2026,collect:STd4OaeYb4mBKj91,1001182,23mar2026,Ihigile market Square,99,143,Children are not in school,House is leaking or unsafe,No clean water or toilet,There is hunger in the home,No Heath facility,3,0,1,1,1,0,0,0,0,321,6.969464,8.203469699999999,119.046,1.713,e3108c95-6469-48c5-b644-9673ca061880,24mar2026,5,1001182,84,BENUE,OBI,OKPOKWU,ADIGABU-ECHORI1,2022. BENUE,23446. OBI,1595. OKPOKWU,1001182. ADIGABU-ECHORI1
24mar2026,25mar2026,collect:IXNF0j4fQzFN0nJJ,1001183,24mar2026,CHIEF'S PALACE ,111,109,Children are not in school ,There is hunger in the home,No hospital ,No clean water or toilet ,House is leaking or unsafe,3,0,1,1,1,0,0,0,0,220,6.9739249,8.2024919,147.1,4.4,85fdd1c3-6fe0-425c-91e9-387399e71638,25mar2026,13,1001183,85,BENUE,OBI,OKPOKWU,ADIGABU-ECHORI2,2022. BENUE,23446. OBI,1595. OKPOKWU,1001183. ADIGABU-ECHORI2
03apr2026,06apr2026,collect:qJZCHCm21aXZSb9J,1001184,28mar2026,METHODIST CHURCH ADUGODU ORIHI,1,1,LACK OF GOOD ACCESS ROAD,UNABLE TO EAT GOOD FOOD,POOR HEALTH CARE FACILITY,LACK OF GOOD EDUCATIONAL BACKGROUND,LACK GOOD ACCESS WATER,2,1,0,1,1,0,0,0,0,357,6.9269047,8.3263696,121.345,1.492,ba55e8f4-fa39-462b-a3c4-95d4be83a7fe,06apr2026,105,1001184,76,BENUE,OBI,ORIHI,ADIDOGWU,2022. BENUE,23446. OBI,1597. ORIHI,1001184. ADIDOGWU
27mar2026,28mar2026,collect:WcUyOH717xnnOSVu,1001185,27mar2026,PLAY GROUND,92,135,No source of good drinking water,Unable to feed adequately,High rate of school drop out,Unable to access health facilities,Poor Road network,3,0,1,1,1,0,0,0,0,227,6.9272079,8.3306854,354.723,3.918,9a027680-e782-4ebb-a429-fc7c0a12b8dc,28mar2026,34,1001185,77,BENUE,OBI,ORIHI,ADOGA,2022. BENUE,23446. OBI,1597. ORIHI,1001185. ADOGA
31mar2026,02apr2026,collect:STd4OaeYb4mBKj91,1001187,31mar2026,Chief compound,82,97,Lack of water facility,Lack of access to education,Lack of health facility,No access to education,Lack of balance diet,3,0,1,1,1,0,0,0,0,181,6.8681166,8.237659900000001,87.583,4.836,d515da7c-5438-4432-9cb1-c9b4bf16735f,02apr2026,93,1001187,79,BENUE,OBI,ORIHI,ANYODO-AKPEGEDE,2022. BENUE,23446. OBI,1597. ORIHI,1001187. ANYODO-AKPEGEDE
28mar2026,31mar2026,collect:WcUyOH717xnnOSVu,1001187,28mar2026,MCN IJEGE,102,159,LACK OF PORTABLE WATER,POOR ROAD NETWORK,UNABLE TO FEED ADEQUATELY,UNABLE TO ACCESS HEALTH FACILITIES,LACK OF ELECTRICITY,3,0,1,1,1,0,0,0,0,261,6.9189599,8.318794499999999,132.861,4.903,7baae4cd-80e1-4b5e-8ff0-95621d10e52e,31mar2026,65,1001187,79,BENUE,OBI,ORIHI,ANYODO-AKPEGEDE,2022. BENUE,23446. OBI,1597. ORIHI,1001187. ANYODO-AKPEGEDE
30mar2026,31mar2026,collect:IXNF0j4fQzFN0nJJ,1001188,30mar2026,ANYODU-IKOM PLAY GROUND,140,165,NO GOOD ACCESS ROAD ,No good water ,INADEQUATE health facility ,Poor dieting ,LOW NETWORK  Communication ,3,0,1,1,1,0,0,0,0,305,6.8684561,8.2368837,77.59999999999999,4.894,2477e731-646d-4b44-82f8-921029e52d54,31mar2026,71,1001188,80,BENUE,OBI,ORIHI,ANYODU-IKOM,2022. BENUE,23446. OBI,1597. ORIHI,1001188. ANYODU-IKOM
22mar2026,27mar2026,collect:eoms5vqkhWzpFAIX,1001189,23mar2026,MICHAEL IDUMA COMPOUND,75,43,POOR DRINKING WATER,LACK OF MEDICAL FACILITIES,NO ELECTRICITY,POOR ACCESS ROAD,LACK OF SECURITY,4,0,1,1,1,1,0,0,0,118,7.23281,8.0233133,162,3.7,136fb110-d0f6-4566-a9a9-fcc793e433b3,27mar2026,26,1001189,86,BENUE,OHIMINI,OGLEWU-ICHO,ALAGLANU-IPOLE,2022. BENUE,23448. OHIMINI,1624. OGLEWU ICHO,1001189. ALAGLANU-IPOLE
25mar2026,27mar2026,collect:eoms5vqkhWzpFAIX,1001190,25mar2026,THE CHIEFS COMPOUND,60,71,LACK OF WATER,LACK OF STANDARD HOSPITAL,LACK OF NETWORK SERVICES,LACK OF AGRICULTURAL IMPUTS,LACK OF EDUCATIONAL FACILITIES,3,0,1,1,1,0,0,0,0,131,7.29007,8.056201700000001,170.7,4.733,7d0f23f0-73bf-4110-ae8d-41d26a03ad14,27mar2026,28,1001190,90,BENUE,OHIMINI,OGLEWU-ICHO,ANKPECHI,2022. BENUE,23448. OHIMINI,1624. OGLEWU ICHO,1001190. ANKPECHI
26mar2026,27mar2026,collect:eoms5vqkhWzpFAIX,1001191,26mar2026,VILLAGE HEAD COMPOUND,62,54,LACK OF GOOD WATER,LACK OF HOSPITAL,LACK OF SECURITY,LACK OF SCHOOL,LACK OF FARMING IMPUTS,3,0,1,1,1,0,0,0,0,116,7.266915,8.058961699999999,243.5,4,ee60b432-9f2b-4e18-9b28-562bb0beb99f,27mar2026,29,1001191,88,BENUE,OHIMINI,OGLEWU-ICHO,EGWANOKWU,2022. BENUE,23448. OHIMINI,1624. OGLEWU ICHO,1001191. EGWANOKWU
24mar2026,27mar2026,collect:eoms5vqkhWzpFAIX,1001192,24mar2026,THE CHIEFS COMPOUND,56,30,LACK OF PORTABLE WATER,BAD NETWORK,NO GOOD SCHOOL,LACK OF SECURITY,LACK OF HEALTH FACILITIES,3,0,1,1,1,0,0,0,0,86,7.304285,8.0396983,222.9,4.466,e7787088-9557-488b-88c5-aaa152f30034,27mar2026,27,1001192,89,BENUE,OHIMINI,OGLEWU-ICHO,OMUTELE,2022. BENUE,23448. OHIMINI,1624. OGLEWU ICHO,1001192. OMUTELE
27mar2026,27mar2026,collect:eoms5vqkhWzpFAIX,1001193,27mar2026,COMMUNITY SQUARE,44,66,LACK OF GOOD WATER,LACK OF HOSPITAL ,LACK OF SCHOOL ,LACK OF YOUTH EMPOWERMENT ,LACK OF AGRICULTURAL FACILITIES ,3,0,1,1,1,0,0,0,0,110,7.2236596,8.102922599999999,152.8,4.75,fbefac81-b32f-4a22-83ae-4794e33eef73,27mar2026,30,1001193,87,BENUE,OHIMINI,OGLEWU-ICHO,ONYEPA,2022. BENUE,23448. OHIMINI,1624. OGLEWU ICHO,1001193. ONYEPA
